Cidade,date,SO2,NO2,O3,CO,PM2.5,PM10,rh_sensor
Almirante Tamandaré,2023-08-16T00:00:00Z,29.91788057902255,24.003587751825428,17.289417869840598,0.20985833918700078,5.371746895921138,24.288755808538635,62.824543792627125
Almirante Tamandaré,2023-08-16T01:00:00Z,19.332402315847265,19.974475247618077,16.876304106723804,0.18049015916743189,5.302932186220065,24.168038420520745,62.21493842829449
Almirante Tamandaré,2023-08-16T02:00:00Z,13.864926237543218,18.35273893837706,17.43219642425807,0.1357363304899798,5.179065144866319,23.61800046737379,61.356411300668015
Almirante Tamandaré,2023-08-16T03:00:00Z,10.709301228435509,17.152916333748927,19.328376995959005,0.10770969341061623,4.734971295240117,20.44461278970033,60.774609893802335
Almirante Tamandaré,2023-08-16T04:00:00Z,9.879139073622127,16.31344765100671,20.79546845637584,0.08801025777913361,4.86355653853976,19.77304225137279,60.277624313605855
Almirante Tamandaré,2023-08-16T05:00:00Z,49.62716666666667,0,0,0.4475416666666666,1.4341666666666666,8.490833333333333,43.40083333333333
Almirante Tamandaré,2023-08-16T06:00:00Z,33.407183333333336,0.8569666666666665,7.929833333333334,0.22424999999999998,1.2591666666666668,9.791666666666666,38.21
Almirante Tamandaré,2023-08-16T07:00:00Z,38.80656666666667,5.242066666666666,14.405999999999999,0.15429166666666663,1.435,10.515833333333333,34.15416666666667
Almirante Tamandaré,2023-08-16T08:00:00Z,119.97416666666666,30.57506666666666,28.3122,0.20316666666666666,3.275,21.445833333333333,35.03333333333333
Almirante Tamandaré,2023-08-16T09:00:00Z,218.24381666666667,58.36303333333333,33.6973,0.17729166666666665,1.845,16.105,41.06666666666666
Almirante Tamandaré,2023-08-16T10:00:00Z,269.87528333333336,84.68303333333333,30.99576666666667,0.3373333333333333,2.2216666666666667,14.008333333333333,53.59583333333333
Almirante Tamandaré,2023-08-16T11:00:00Z,204.34908333333334,76.43453333333333,21.563266666666667,0.4322083333333333,7.57,35.56916666666667,62.9075
Almirante Tamandaré,2023-08-16T12:00:00Z,138.01286666666667,53.523599999999995,16.493399999999998,0.34212499999999996,5.183333333333334,23.04,66.90416666666667
Almirante Tamandaré,2023-08-16T13:00:00Z,72.78796666666666,28.5948,15.7486,0.100625,2.8008333333333333,10.185,66.79833333333333
Almirante Tamandaré,2023-08-16T14:00:00Z,63.25335,29.577099999999998,16.59303333333333,0.06516666666666666,2.0058333333333334,8.774166666666666,67.28666666666666
